# _tick,_time,frames,mean_episode_return_0,loss_0,mean_episode_return_1,loss_1
0,1660893257.1210916,0,0,0,0.4761904776096344,0.39672574400901794
1,1660893257.1408489,3200,0.523809552192688,0.5523943305015564,0.4761904776096344,0.39672574400901794
2,1660893262.8508892,6400,0.28893181681632996,0.07768826186656952,0.4761904776096344,0.39672574400901794
3,1660893262.99051,9600,0.28893181681632996,0.07768826186656952,0.7114285826683044,0.6319832801818848
4,1660893268.7083867,12800,0.20127922296524048,0.03519373759627342,0.7114285826683044,0.6319832801818848
5,1660893268.7869399,16000,0.20127922296524048,0.03519373759627342,0.7988471388816833,0.20123937726020813
6,1660893274.448492,19200,0.18520599603652954,0.12346627563238144,0.7988471388816833,0.20123937726020813
7,1660893274.4566576,22400,0.18520599603652954,0.12346627563238144,0.8148887753486633,0.4987918734550476
8,1660893280.0033412,25600,0.155857115983963,0.049209412187337875,0.8148887753486633,0.4987918734550476
9,1660893280.0157754,28800,0.155857115983963,0.049209412187337875,0.8442187309265137,0.308521568775177
10,1660893285.5762,32000,0.17593355476856232,0.2554110884666443,0.8442187309265137,0.308521568775177
11,1660893285.5975027,35200,0.17593355476856232,0.2554110884666443,0.8241296410560608,0.23433876037597656
12,1660893291.2240734,38400,0.16771747171878815,0.10908286273479462,0.8241296410560608,0.23433876037597656
13,1660893291.2582264,41600,0.16771747171878815,0.10908286273479462,0.8325563669204712,0.1431184858083725
14,1660893296.7528937,44800,0.16771747171878815,0.10908286273479462,0.8323600888252258,0.16520756483078003
15,1660893296.8042667,48000,0.16758613288402557,0.16057197749614716,0.8323600888252258,0.16520756483078003
16,1660893302.6050923,51200,0.16758613288402557,0.16057197749614716,0.8203909397125244,0.22268396615982056
17,1660893302.6832755,54400,0.1783772110939026,0.23827014863491058,0.8203909397125244,0.22268396615982056
18,1660893308.4531837,57600,0.1783772110939026,0.23827014863491058,0.8299010992050171,0.11795742064714432
19,1660893308.479491,60800,0.17012853920459747,0.09257670491933823,0.8299010992050171,0.11795742064714432
20,1660893313.9738848,64000,0.1777287870645523,0.20855827629566193,0.8299010992050171,0.11795742064714432
21,1660893314.1169062,67200,0.1777287870645523,0.20855827629566193,0.8239743709564209,0.18346375226974487
22,1660893319.6945815,70400,0.17720377445220947,0.15755347907543182,0.8239743709564209,0.18346375226974487
23,1660893319.8099558,73600,0.17720377445220947,0.15755347907543182,0.8222112059593201,0.1852075159549713
24,1660893325.3496013,76800,0.18540222942829132,0.20950771868228912,0.8222112059593201,0.1852075159549713
25,1660893325.3672252,80000,0.18540222942829132,0.20950771868228912,0.814812421798706,0.19987809658050537
26,1660893330.953543,83200,0.18263541162014008,0.14344342052936554,0.814812421798706,0.19987809658050537
27,1660893330.9642816,86400,0.18263541162014008,0.14344342052936554,0.8174223303794861,0.15274305641651154
28,1660893336.516704,89600,0.18805231153964996,0.20671631395816803,0.8174223303794861,0.15274305641651154
29,1660893336.5309677,92800,0.18805231153964996,0.20671631395816803,0.8122425675392151,0.20669588446617126
30,1660893342.0842595,96000,0.18911954760551453,0.16369158029556274,0.8122425675392151,0.20669588446617126
31,1660893342.3544102,99200,0.18911954760551453,0.16369158029556274,0.8121102452278137,0.16659587621688843
32,1660893349.2429996,102400,0.18911954760551453,0.16369158029556274,0.8106135725975037,0.17546671628952026
33,1660893349.3847582,105600,0.18975958228111267,0.1621370166540146,0.8106135725975037,0.17546671628952026
34,1660893354.8479385,108800,0.20058490335941315,0.2708909511566162,0.8106135725975037,0.17546671628952026
35,1660893354.859147,112000,0.20058490335941315,0.2708909511566162,0.7997675538063049,0.25934162735939026
36,1660893360.2250874,115200,0.20479030907154083,0.212092325091362,0.7997675538063049,0.25934162735939026
37,1660893360.2497058,118400,0.20479030907154083,0.212092325091362,0.7955436110496521,0.21794719994068146
38,1660893365.4533794,121600,0.2139257937669754,0.25482991337776184,0.7955436110496521,0.21794719994068146
39,1660893365.714101,124800,0.2139257937669754,0.25482991337776184,0.7863913774490356,0.24364040791988373
40,1660893371.077351,128000,0.22348333895206451,0.24558906257152557,0.7863913774490356,0.24364040791988373
41,1660893371.2218902,131200,0.22348333895206451,0.24558906257152557,0.7768188714981079,0.25287339091300964
42,1660893376.4196875,134400,0.2310633659362793,0.24300426244735718,0.7768188714981079,0.25287339091300964
43,1660893376.5467837,137600,0.2310633659362793,0.24300426244735718,0.7694387435913086,0.2369174063205719
44,1660893381.813261,140800,0.24003887176513672,0.26443934440612793,0.7694387435913086,0.2369174063205719
45,1660893382.006158,144000,0.24003887176513672,0.26443934440612793,0.7606762647628784,0.24468742311000824
46,1660893387.0876162,147200,0.2457892745733261,0.23796328902244568,0.7606762647628784,0.24468742311000824
47,1660893387.406701,150400,0.2457892745733261,0.23796328902244568,0.7548959851264954,0.2399030178785324
48,1660893392.2789755,153600,0.25545769929885864,0.25717589259147644,0.7548959851264954,0.2399030178785324
49,1660893392.6653953,156800,0.25545769929885864,0.25717589259147644,0.7451879978179932,0.26020535826683044
50,1660893397.7734137,160000,0.2641680836677551,0.2511168420314789,0.7451879978179932,0.26020535826683044
51,1660893398.1392581,163200,0.2641680836677551,0.2511168420314789,0.7350625991821289,0.2461230307817459
52,1660893402.9955776,166400,0.2744643986225128,0.2588416337966919,0.7350625991821289,0.2461230307817459
53,1660893403.4256423,169600,0.2744643986225128,0.2588416337966919,0.7256872653961182,0.24802622199058533
54,1660893408.4450305,172800,0.2792920470237732,0.2760349214076996,0.7256872653961182,0.24802622199058533
55,1660893408.873193,176000,0.2792920470237732,0.2760349214076996,0.7204238772392273,0.25168576836586
56,1660893413.6712945,179200,0.28610074520111084,0.2664468586444855,0.7204238772392273,0.25168576836586
57,1660893414.2924283,182400,0.28610074520111084,0.2664468586444855,0.7136067152023315,0.24398311972618103
58,1660893418.8942988,185600,0.2922267019748688,0.25191792845726013,0.7136067152023315,0.24398311972618103
59,1660893419.7309976,188800,0.2922267019748688,0.25191792845726013,0.7064865231513977,0.25162917375564575
60,1660893424.2924361,192000,0.30165213346481323,0.24537040293216705,0.7064865231513977,0.25162917375564575
61,1660893424.8495898,195200,0.30165213346481323,0.24537040293216705,0.69770348072052,0.250520259141922
62,1660893429.657004,198400,0.30693143606185913,0.26730290055274963,0.69770348072052,0.250520259141922
63,1660893430.4019945,201600,0.30693143606185913,0.26730290055274963,0.692615270614624,0.2489093542098999
64,1660893435.1807632,204800,0.31153422594070435,0.2485022097826004,0.692615270614624,0.2489093542098999
65,1660893435.7932944,208000,0.31153422594070435,0.2485022097826004,0.6878355741500854,0.24745748937129974
66,1660893440.539582,211200,0.3167271614074707,0.25010964274406433,0.6878355741500854,0.24745748937129974
67,1660893441.2121127,214400,0.3167271614074707,0.25010964274406433,0.6842141151428223,0.24433760344982147
68,1660893445.7813604,217600,0.3224561810493469,0.24816323816776276,0.6842141151428223,0.24433760344982147
69,1660893446.597706,220800,0.3224561810493469,0.24816323816776276,0.6774730086326599,0.25228044390678406
70,1660893451.0931125,224000,0.3283799886703491,0.2527790069580078,0.6774730086326599,0.25228044390678406
71,1660893451.9236996,227200,0.3283799886703491,0.2527790069580078,0.6722201704978943,0.25492221117019653
72,1660893456.4087496,230400,0.3308185040950775,0.25150132179260254,0.6722201704978943,0.25492221117019653
73,1660893457.327987,233600,0.3308185040950775,0.25150132179260254,0.6685083508491516,0.24766410887241364
74,1660893461.8813355,236800,0.3335268497467041,0.24233520030975342,0.6685083508491516,0.24766410887241364
75,1660893462.8941026,240000,0.3335268497467041,0.24233520030975342,0.6667689085006714,0.2472308725118637
76,1660893467.1603682,243200,0.33671411871910095,0.24978646636009216,0.6667689085006714,0.2472308725118637
77,1660893468.5390007,246400,0.33671411871910095,0.24978646636009216,0.6631032824516296,0.25128230452537537
78,1660893474.356083,249600,0.342376708984375,0.25205543637275696,0.6631032824516296,0.25128230452537537
79,1660893475.476956,252800,0.342376708984375,0.25205543637275696,0.6574808359146118,0.24786624312400818
